From	To	Species	Gene Name
208067_x_at	UTY	Homo sapiens	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked
213559_s_at	Znf467	Homo sapiens	zinc finger protein 467
200840_at	KARS	Homo sapiens	lysyl-tRNA synthetase
215893_x_at	Gpc5	Homo sapiens	glypican 5
216459_x_at	TIGD1L	Homo sapiens	tigger transposable element derived 1-like
221950_at	emx2	Homo sapiens	empty spiracles homeobox 2
211245_x_at	KIR2DL4	Homo sapiens	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4
220993_s_at	Gpr63	Homo sapiens	G protein-coupled receptor 63
218380_at	Nlrp1	Homo sapiens	NLR family, pyrin domain containing 1
208498_s_at	Amy1a	Homo sapiens	amylase, alpha 1A (salivary); amylase, alpha 1B (salivary); amylase, alpha 1C (salivary)
208498_s_at	AMY1C	Homo sapiens	amylase, alpha 1A (salivary); amylase, alpha 1B (salivary); amylase, alpha 1C (salivary)
208498_s_at	AMY1B	Homo sapiens	amylase, alpha 1A (salivary); amylase, alpha 1B (salivary); amylase, alpha 1C (salivary)
219165_at	PDLIM2	Homo sapiens	PDZ and LIM domain 2 (mystique)
202034_x_at	RB1CC1	Homo sapiens	RB1-inducible coiled-coil 1
214936_at	Lrch1	Homo sapiens	leucine-rich repeats and calponin homology (CH) domain containing 1
219542_at	Nek11	Homo sapiens	NIMA (never in mitosis gene a)- related kinase 11
213168_at	SP3	Homo sapiens	Sp3 transcription factor
218842_at	rpap3	Homo sapiens	RNA polymerase II associated protein 3
220064_at	ttc21b	Homo sapiens	tetratricopeptide repeat domain 21B
220317_at	LRAT	Homo sapiens	lecithin retinol acyltransferase (phosphatidylcholine--retinol O-acyltransferase)
218290_at	PLEKHJ1	Homo sapiens	pleckstrin homology domain containing, family J member 1
117_at	HSPA6	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
117_at	HSPA7	Homo sapiens	heat shock 70kDa protein 7 (HSP70B); heat shock 70kDa protein 6 (HSP70B')
207244_x_at	cyp2a6	Homo sapiens	cytochrome P450, family 2, subfamily A, polypeptide 6
204525_at	PHF14	Homo sapiens	PHD finger protein 14
201843_s_at	EFEMP1	Homo sapiens	EGF-containing fibulin-like extracellular matrix protein 1
208336_s_at	Tecr	Homo sapiens	glycoprotein, synaptic 2
211483_x_at	Camk2b	Homo sapiens	calcium/calmodulin-dependent protein kinase II beta
219972_s_at	C14orf135	Homo sapiens	chromosome 14 open reading frame 135
205742_at	TNNI3	Homo sapiens	troponin I type 3 (cardiac)
219464_at	CA14	Homo sapiens	carbonic anhydrase XIV
213666_at	Sept6	Homo sapiens	septin 6
208086_s_at	dmd	Homo sapiens	dystrophin
221651_x_at	Igkc	Homo sapiens	similar to hCG26659; immunoglobulin kappa constant; similar to Ig kappa chain V-I region HK102 precursor
221651_x_at	LOC652493	Homo sapiens	similar to hCG26659; immunoglobulin kappa constant; similar to Ig kappa chain V-I region HK102 precursor
221651_x_at	LOC650405	Homo sapiens	similar to hCG26659; immunoglobulin kappa constant; similar to Ig kappa chain V-I region HK102 precursor
221651_x_at	LOC100130100	Homo sapiens	similar to hCG26659; immunoglobulin kappa constant; similar to Ig kappa chain V-I region HK102 precursor
211006_s_at	KCNB1	Homo sapiens	potassium voltage-gated channel, Shab-related subfamily, member 1
216120_s_at	ATP2B2	Homo sapiens	ATPase, Ca++ transporting, plasma membrane 2
213167_s_at	SLC5A3	Homo sapiens	solute carrier family 5 (sodium/myo-inositol cotransporter), member 3
210887_s_at	Evc	Homo sapiens	Ellis van Creveld syndrome
219634_at	CHST11	Homo sapiens	carbohydrate (chondroitin 4) sulfotransferase 11
211661_x_at	PTAFR	Homo sapiens	platelet-activating factor receptor
214435_x_at	RALA	Homo sapiens	v-ral simian leukemia viral oncogene homolog A (ras related)
207805_s_at	Psmd9	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9
204837_at	Mtmr9	Homo sapiens	myotubularin related protein 9
207858_s_at	PKLR	Homo sapiens	pyruvate kinase, liver and RBC
211147_s_at	P2RX6	Homo sapiens	purinergic receptor P2X, ligand-gated ion channel, 6
206323_x_at	OPHN1	Homo sapiens	oligophrenin 1
208963_x_at	Fads1	Homo sapiens	fatty acid desaturase 1
206561_s_at	Akr1b10	Homo sapiens	aldo-keto reductase family 1, member B10 (aldose reductase); aldo-keto reductase family 1, member B10-like
206561_s_at	AKR1B15	Homo sapiens	aldo-keto reductase family 1, member B10 (aldose reductase); aldo-keto reductase family 1, member B10-like
216940_x_at	ybx1	Homo sapiens	Y box binding protein 1
203190_at	Ndufs8	Homo sapiens	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
219759_at	ERAP2	Homo sapiens	endoplasmic reticulum aminopeptidase 2
203600_s_at	Fam193a	Homo sapiens	chromosome 4 open reading frame 8
213209_at	TAF6L	Homo sapiens	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa
207894_s_at	TCL6	Homo sapiens	T-cell leukemia/lymphoma 6
200873_s_at	CCT8P1	Homo sapiens	similar to chaperonin containing TCP1, subunit 8 (theta); chaperonin containing TCP1, subunit 8 (theta)
200873_s_at	CCT8	Homo sapiens	similar to chaperonin containing TCP1, subunit 8 (theta); chaperonin containing TCP1, subunit 8 (theta)
218633_x_at	ABHD10	Homo sapiens	abhydrolase domain containing 10
212069_s_at	BAT2L1	Homo sapiens	HLA-B associated transcript 2-like
219106_s_at	KBTBD10	Homo sapiens	kelch repeat and BTB (POZ) domain containing 10
221656_s_at	ARHGEF10L	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 10-like
205876_at	Lifr	Homo sapiens	leukemia inhibitory factor receptor alpha
202872_at	ATP6V1C1	Homo sapiens	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1
220765_s_at	Lims2	Homo sapiens	LIM and senescent cell antigen-like domains 2
212551_at	CAP2	Homo sapiens	CAP, adenylate cyclase-associated protein, 2 (yeast)
216464_x_at	GPR44	Homo sapiens	G protein-coupled receptor 44
210295_at	MAGEA10	Homo sapiens	melanoma antigen family A, 10
209752_at	REG1A	Homo sapiens	regenerating islet-derived 1 alpha; regenerating islet-derived 1 pseudogene
209752_at	REG1P	Homo sapiens	regenerating islet-derived 1 alpha; regenerating islet-derived 1 pseudogene
206652_at	ZMYM5	Homo sapiens	zinc finger, MYM-type 5
203316_s_at	LOC100130109	Homo sapiens	small nuclear ribonucleoprotein polypeptide E-like 1; small nuclear ribonucleoprotein polypeptide E; similar to hCG23490
203316_s_at	SNRPEL1	Homo sapiens	small nuclear ribonucleoprotein polypeptide E-like 1; small nuclear ribonucleoprotein polypeptide E; similar to hCG23490
203316_s_at	SNRPE	Homo sapiens	small nuclear ribonucleoprotein polypeptide E-like 1; small nuclear ribonucleoprotein polypeptide E; similar to hCG23490
202753_at	PSMD6	Homo sapiens	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
221225_at	Dcakd	Homo sapiens	dephospho-CoA kinase domain containing
220692_at	LOC100132214	Homo sapiens	similar to calcium-promoted Ras inactivator
218385_at	mrps18a	Homo sapiens	mitochondrial ribosomal protein S18A
214531_s_at	SNX1	Homo sapiens	sorting nexin 1
221048_x_at	C17orf80	Homo sapiens	chromosome 17 open reading frame 80
201869_s_at	tbl1x	Homo sapiens	transducin (beta)-like 1X-linked
208762_at	SUMO1P3	Homo sapiens	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae); SUMO1 pseudogene 3
208762_at	Sumo1	Homo sapiens	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae); SUMO1 pseudogene 3
213093_at	Prkca	Homo sapiens	protein kinase C, alpha
210671_x_at	mapk8	Homo sapiens	mitogen-activated protein kinase 8
208800_at	SRP72	Homo sapiens	signal recognition particle 72kDa
219505_at	CECR1	Homo sapiens	cat eye syndrome chromosome region, candidate 1
221508_at	TAOK3	Homo sapiens	TAO kinase 3
203899_s_at	CRCP	Homo sapiens	CGRP receptor component
210538_s_at	BIRC3	Homo sapiens	baculoviral IAP repeat-containing 3
200603_at	PRKAR1A	Homo sapiens	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)
204873_at	pex1	Homo sapiens	peroxisomal biogenesis factor 1
202963_at	RFX5	Homo sapiens	regulatory factor X, 5 (influences HLA class II expression)
210197_at	ITPK1	Homo sapiens	inositol 1,3,4-triphosphate 5/6 kinase
213190_at	COG7	Homo sapiens	component of oligomeric golgi complex 7
211273_s_at	Tbx1	Homo sapiens	T-box 1
208873_s_at	REEP5	Homo sapiens	receptor accessory protein 5
212228_s_at	Coq9	Homo sapiens	coenzyme Q9 homolog (S. cerevisiae)
208466_at	RAB3D	Homo sapiens	RAB3D, member RAS oncogene family
210445_at	Fabp6	Homo sapiens	fatty acid binding protein 6, ileal
215391_at	MAP1A	Homo sapiens	microtubule-associated protein 1A
213583_x_at	EEF1A1P29	Homo sapiens	eukaryotic translation elongation factor 1 alpha 1 pseudogene
209585_s_at	MINPP1	Homo sapiens	multiple inositol polyphosphate histidine phosphatase, 1
221715_at	MYST3	Homo sapiens	MYST histone acetyltransferase (monocytic leukemia) 3
202512_s_at	atg5	Homo sapiens	ATG5 autophagy related 5 homolog (S. cerevisiae)
212227_x_at	LOC730144	Homo sapiens	similar to eukaryotic translation initiation factor 1; eukaryotic translation initiation factor 1
212227_x_at	Eif1	Homo sapiens	similar to eukaryotic translation initiation factor 1; eukaryotic translation initiation factor 1
210589_s_at	GBA	Homo sapiens	glucosidase, beta; acid (includes glucosylceramidase)
205776_at	FMO5	Homo sapiens	flavin containing monooxygenase 5
207273_at	Cdc42	Homo sapiens	cell division cycle 42 (GTP binding protein, 25kDa); cell division cycle 42 pseudogene 2
207273_at	CDC42P2	Homo sapiens	cell division cycle 42 (GTP binding protein, 25kDa); cell division cycle 42 pseudogene 2
208477_at	Kcnc1	Homo sapiens	potassium voltage-gated channel, Shaw-related subfamily, member 1
202914_s_at	ARHGEF11	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 11
217930_s_at	tollip	Homo sapiens	toll interacting protein
203740_at	MPHOSPH6	Homo sapiens	M-phase phosphoprotein 6
204507_s_at	WDR92	Homo sapiens	WD repeat domain 92
211746_x_at	PSMA1	Homo sapiens	proteasome (prosome, macropain) subunit, alpha type, 1
217153_at	ARHGAP1	Homo sapiens	Rho GTPase activating protein 1
208601_s_at	Tubb1	Homo sapiens	tubulin, beta 1
204486_at	KCNQ1	Homo sapiens	potassium voltage-gated channel, KQT-like subfamily, member 1
201112_s_at	CSE1L	Homo sapiens	CSE1 chromosome segregation 1-like (yeast)
209526_s_at	HDGFRP3	Homo sapiens	hepatoma-derived growth factor, related protein 3
221123_x_at	ZNF395	Homo sapiens	zinc finger protein 395
205042_at	gne	Homo sapiens	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
219656_at	PCDH12	Homo sapiens	protocadherin 12
219315_s_at	TMEM204	Homo sapiens	transmembrane protein 204
219083_at	Shq1	Homo sapiens	SHQ1 homolog (S. cerevisiae)
207438_s_at	Snupn	Homo sapiens	snurportin 1
208892_s_at	dusp6	Homo sapiens	dual specificity phosphatase 6
218840_s_at	NADSYN1	Homo sapiens	NAD synthetase 1
220530_at	NCRNA00120	Homo sapiens	non-protein coding RNA 120
210087_s_at	MPZL1	Homo sapiens	myelin protein zero-like 1
205264_at	CD3EAP	Homo sapiens	CD3e molecule, epsilon associated protein
209496_at	RARRES2	Homo sapiens	retinoic acid receptor responder (tazarotene induced) 2
221284_s_at	Src	Homo sapiens	v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian)
212337_at	TUG1	Homo sapiens	taurine upregulated 1 (non-protein coding)
204923_at	SASH3	Homo sapiens	SAM and SH3 domain containing 3
204568_at	KIAA0831	Homo sapiens	KIAA0831
218552_at	Echdc2	Homo sapiens	enoyl Coenzyme A hydratase domain containing 2
216365_x_at	IGLV3-19	Homo sapiens	immunoglobulin lambda variable 3-19
209076_s_at	wdr45l	Homo sapiens	WDR45-like
216566_at	rpl14	Homo sapiens	ribosomal protein L14
221907_at	Trmt61a	Homo sapiens	tRNA methyltransferase 61 homolog A (S. cerevisiae)
220071_x_at	HAUS2	Homo sapiens	HAUS augmin-like complex, subunit 2
220202_s_at	RC3H2	Homo sapiens	ring finger and CCCH-type zinc finger domains 2
219805_at	cxorf56	Homo sapiens	chromosome X open reading frame 56
219719_at	higd1b	Homo sapiens	HIG1 hypoxia inducible domain family, member 1B
218598_at	rint1	Homo sapiens	RAD50 interactor 1
217767_at	LOC653879	Homo sapiens	similar to Complement C3 precursor; complement component 3; hypothetical protein LOC100133511
217767_at	LOC100133511	Homo sapiens	similar to Complement C3 precursor; complement component 3; hypothetical protein LOC100133511
217767_at	C3	Homo sapiens	similar to Complement C3 precursor; complement component 3; hypothetical protein LOC100133511
202625_at	LYN	Homo sapiens	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog
212179_at	sfrs18	Homo sapiens	splicing factor, arginine/serine-rich 18
214534_at	Hist1h1b	Homo sapiens	histone cluster 1, H1b
214267_s_at	cadm4	Homo sapiens	cell adhesion molecule 4
212419_at	zcchc24	Homo sapiens	zinc finger, CCHC domain containing 24
216454_at	Trmt1	Homo sapiens	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)
215630_at	Rftn1	Homo sapiens	raftlin, lipid raft linker 1
202479_s_at	TRIB2	Homo sapiens	tribbles homolog 2 (Drosophila)
219726_at	NLGN3	Homo sapiens	neuroligin 3
211333_s_at	FASLG	Homo sapiens	Fas ligand (TNF superfamily, member 6)
206663_at	SP4	Homo sapiens	Sp4 transcription factor
200688_at	sf3b3	Homo sapiens	splicing factor 3b, subunit 3, 130kDa
206071_s_at	EPHA3	Homo sapiens	EPH receptor A3
213080_x_at	RPL5P34	Homo sapiens	ribosomal protein L5 pseudogene 34; ribosomal protein L5 pseudogene 1; ribosomal protein L5
213080_x_at	rpl5	Homo sapiens	ribosomal protein L5 pseudogene 34; ribosomal protein L5 pseudogene 1; ribosomal protein L5
213080_x_at	RPL5P1	Homo sapiens	ribosomal protein L5 pseudogene 34; ribosomal protein L5 pseudogene 1; ribosomal protein L5
217610_at	SPDYE1	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
217610_at	SPDYE5	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
217610_at	SPDYE6	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
217610_at	LOC442572	Homo sapiens	speedy homolog E6 (Xenopus laevis); similar to speedy homolog A; speedy homolog E5 (Xenopus laevis); WBSCR19-like protein 8-like; speedy homolog E1 (Xenopus laevis)
207741_x_at	Tpsab1	Homo sapiens	tryptase alpha/beta 1; tryptase beta 2
207741_x_at	TPSB2	Homo sapiens	tryptase alpha/beta 1; tryptase beta 2
212849_at	AXIN1	Homo sapiens	axin 1
206929_s_at	NFIC	Homo sapiens	nuclear factor I/C (CCAAT-binding transcription factor)
210895_s_at	CD86	Homo sapiens	CD86 molecule
208080_at	AURKA	Homo sapiens	aurora kinase A; aurora kinase A pseudogene 1
208080_at	AURKAPS1	Homo sapiens	aurora kinase A; aurora kinase A pseudogene 1
208038_at	Il1rl2	Homo sapiens	interleukin 1 receptor-like 2
201255_x_at	bat3	Homo sapiens	HLA-B associated transcript 3
218159_at	DDRGK1	Homo sapiens	DDRGK domain containing 1
213298_at	NFIC	Homo sapiens	nuclear factor I/C (CCAAT-binding transcription factor)
214140_at	slc25a16	Homo sapiens	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16
205450_at	PHKA1	Homo sapiens	phosphorylase kinase, alpha 1 pseudogene 1; phosphorylase kinase, alpha 1 (muscle)
205450_at	PHKA1P1	Homo sapiens	phosphorylase kinase, alpha 1 pseudogene 1; phosphorylase kinase, alpha 1 (muscle)
214930_at	SLITRK5	Homo sapiens	SLIT and NTRK-like family, member 5
213620_s_at	Icam2	Homo sapiens	intercellular adhesion molecule 2
216243_s_at	IL1RN	Homo sapiens	interleukin 1 receptor antagonist
211407_at	Ndufb7	Homo sapiens	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa
202595_s_at	LEPROTL1	Homo sapiens	leptin receptor overlapping transcript-like 1
206213_at	wnt10b	Homo sapiens	wingless-type MMTV integration site family, member 10B
222086_s_at	WNT6	Homo sapiens	wingless-type MMTV integration site family, member 6
201276_at	rab5b	Homo sapiens	RAB5B, member RAS oncogene family
214186_s_at	HCG26	Homo sapiens	HLA complex group 26
204729_s_at	STX1A	Homo sapiens	syntaxin 1A (brain)
208152_s_at	DDX21	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21
202495_at	Tbcc	Homo sapiens	tubulin folding cofactor C
218028_at	Elovl1	Homo sapiens	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1
207944_at	OCM2	Homo sapiens	oncomodulin 2
205927_s_at	CTSE	Homo sapiens	cathepsin E
208089_s_at	TDRD3	Homo sapiens	tudor domain containing 3
201819_at	SCARB1	Homo sapiens	scavenger receptor class B, member 1
221687_s_at	Fam125b	Homo sapiens	family with sequence similarity 125, member B
214538_x_at	RGS6	Homo sapiens	regulator of G-protein signaling 6
219839_x_at	TCL6	Homo sapiens	T-cell leukemia/lymphoma 6
201714_at	LOC100133673	Homo sapiens	tubulin, gamma 1; similar to Tubulin, gamma 1
201714_at	TUBG1	Homo sapiens	tubulin, gamma 1; similar to Tubulin, gamma 1
203993_x_at	c21orf2	Homo sapiens	chromosome 21 open reading frame 2
214175_x_at	PDLIM4	Homo sapiens	PDZ and LIM domain 4
221130_s_at	Unc13b	Homo sapiens	unc-13 homolog B (C. elegans)
202521_at	CTCF	Homo sapiens	CCCTC-binding factor (zinc finger protein)
218102_at	dera	Homo sapiens	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)
32837_at	AGPAT2	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)
200950_at	arpc1a	Homo sapiens	actin related protein 2/3 complex, subunit 1A, 41kDa
215267_s_at	SLC8A2	Homo sapiens	solute carrier family 8 (sodium/calcium exchanger), member 2
209676_at	TFPI	Homo sapiens	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
220921_at	SPANXB2	Homo sapiens	SPANX family, member B1; SPANX family, member F1; SPANX family, member B2
220921_at	SPANXB1	Homo sapiens	SPANX family, member B1; SPANX family, member F1; SPANX family, member B2
220921_at	SPANXF1	Homo sapiens	SPANX family, member B1; SPANX family, member F1; SPANX family, member B2
220394_at	FGF20	Homo sapiens	fibroblast growth factor 20
202986_at	ARNT2	Homo sapiens	aryl-hydrocarbon receptor nuclear translocator 2
200623_s_at	CALM3	Homo sapiens	calmodulin 3 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta); calmodulin 1 (phosphorylase kinase, delta)
200623_s_at	CALM2	Homo sapiens	calmodulin 3 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta); calmodulin 1 (phosphorylase kinase, delta)
200623_s_at	CALM1	Homo sapiens	calmodulin 3 (phosphorylase kinase, delta); calmodulin 2 (phosphorylase kinase, delta); calmodulin 1 (phosphorylase kinase, delta)
32723_at	CSTF1	Homo sapiens	cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa
216944_s_at	ITPR1	Homo sapiens	inositol 1,4,5-triphosphate receptor, type 1
214349_at	RNU2-2	Homo sapiens	RNA, U2 small nuclear 1; RNA, U2 small nuclear 2
214349_at	RNU2-1	Homo sapiens	RNA, U2 small nuclear 1; RNA, U2 small nuclear 2
214845_s_at	CALU	Homo sapiens	calumenin
202916_s_at	FAM20B	Homo sapiens	family with sequence similarity 20, member B
215993_at	Odz2	Homo sapiens	odz, odd Oz/ten-m homolog 2 (Drosophila)
207049_at	SCN8A	Homo sapiens	sodium channel, voltage gated, type VIII, alpha subunit
216212_s_at	DKC1	Homo sapiens	dyskeratosis congenita 1, dyskerin
209771_x_at	CD24L4	Homo sapiens	CD24 molecule; CD24 molecule-like 4
209771_x_at	Cd24	Homo sapiens	CD24 molecule; CD24 molecule-like 4
218158_s_at	appl1	Homo sapiens	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
201544_x_at	pabpn1	Homo sapiens	poly(A) binding protein, nuclear 1
203275_at	irf2	Homo sapiens	interferon regulatory factor 2
210675_s_at	ptprr	Homo sapiens	protein tyrosine phosphatase, receptor type, R
214430_at	Gla	Homo sapiens	galactosidase, alpha
201990_s_at	CREBL2	Homo sapiens	cAMP responsive element binding protein-like 2
210635_s_at	KLHL20	Homo sapiens	kelch-like 20 (Drosophila)
207437_at	NOVA1	Homo sapiens	neuro-oncological ventral antigen 1
221215_s_at	ripk4	Homo sapiens	receptor-interacting serine-threonine kinase 4
218730_s_at	OGN	Homo sapiens	osteoglycin
217683_at	HBE1	Homo sapiens	hemoglobin, epsilon 1
215560_x_at	MTRF1L	Homo sapiens	mitochondrial translational release factor 1-like
214237_x_at	pawr	Homo sapiens	PRKC, apoptosis, WT1, regulator
211044_at	Trim14	Homo sapiens	tripartite motif-containing 14
201291_s_at	TOP2A	Homo sapiens	topoisomerase (DNA) II alpha 170kDa
211271_x_at	Ptbp1	Homo sapiens	polypyrimidine tract binding protein 1
220443_s_at	VAX2	Homo sapiens	ventral anterior homeobox 2
211891_s_at	ARHGEF4	Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 4
212669_at	CAMK2G	Homo sapiens	calcium/calmodulin-dependent protein kinase II gamma
220091_at	SLC2A6	Homo sapiens	solute carrier family 2 (facilitated glucose transporter), member 6
211024_s_at	nkx2-1	Homo sapiens	NK2 homeobox 1
214058_at	Mycl1	Homo sapiens	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
217297_s_at	myo9b	Homo sapiens	myosin IXB
205152_at	SLC6A1	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, GABA), member 1
222239_s_at	INTS6	Homo sapiens	integrator complex subunit 6
216533_at	pccA	Homo sapiens	propionyl Coenzyme A carboxylase, alpha polypeptide
222192_s_at	C2orf43	Homo sapiens	chromosome 2 open reading frame 43
201523_x_at	UBE2N	Homo sapiens	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)
215751_at	RBM26	Homo sapiens	RNA binding motif protein 26
218134_s_at	RBM22	Homo sapiens	RNA binding motif protein 22
204569_at	ICK	Homo sapiens	intestinal cell (MAK-like) kinase
216294_s_at	KIAA1109	Homo sapiens	KIAA1109
221021_s_at	CTNNBL1	Homo sapiens	catenin, beta like 1
205562_at	RPP38	Homo sapiens	ribonuclease P/MRP 38kDa subunit
218609_s_at	NUDT2	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 2
207310_s_at	NOS1	Homo sapiens	nitric oxide synthase 1 (neuronal)
209968_s_at	Ncam1	Homo sapiens	neural cell adhesion molecule 1
211583_x_at	NCR3	Homo sapiens	natural cytotoxicity triggering receptor 3
209225_x_at	tnpo1	Homo sapiens	transportin 1
204669_s_at	RNF24	Homo sapiens	ring finger protein 24
204245_s_at	RPP14	Homo sapiens	ribonuclease P/MRP 14kDa subunit
212428_at	KIAA0368	Homo sapiens	KIAA0368
210333_at	nr5a1	Homo sapiens	nuclear receptor subfamily 5, group A, member 1
209451_at	TANK	Homo sapiens	TRAF family member-associated NFKB activator
213498_at	CREB3L1	Homo sapiens	cAMP responsive element binding protein 3-like 1
222030_at	SIVA1	Homo sapiens	SIVA1, apoptosis-inducing factor
218820_at	C14orf132	Homo sapiens	chromosome 14 open reading frame 132
206165_s_at	CLCA2	Homo sapiens	chloride channel accessory 2
213548_s_at	CDV3	Homo sapiens	CDV3 homolog (mouse)
213061_s_at	NTAN1	Homo sapiens	N-terminal asparagine amidase
215333_x_at	gstm1	Homo sapiens	glutathione S-transferase mu 1
218797_s_at	Sirt7	Homo sapiens	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)
217732_s_at	itm2b	Homo sapiens	integral membrane protein 2B
210410_s_at	C6orf26	Homo sapiens	chromosome 6 open reading frame 26
219099_at	C12orf5	Homo sapiens	chromosome 12 open reading frame 5
213879_at	SUMO3	Homo sapiens	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene; SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae); SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
213879_at	SUMO2P	Homo sapiens	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene; SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae); SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
213879_at	Sumo2	Homo sapiens	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) pseudogene; SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae); SMT3 suppressor of mif two 3 homolog 3 (S. cerevisiae)
221474_at	MYL12B	Homo sapiens	myosin, light chain 12B, regulatory
220763_at	HSPA12A	Homo sapiens	heat shock 70kDa protein 12A
214812_s_at	MOBKL1B	Homo sapiens	MOB1, Mps One Binder kinase activator-like 1B (yeast)
200683_s_at	ube2l3	Homo sapiens	ubiquitin-conjugating enzyme E2L 3
204412_s_at	NEFH	Homo sapiens	neurofilament, heavy polypeptide
217525_at	OLFML1	Homo sapiens	olfactomedin-like 1
202755_s_at	GPC1	Homo sapiens	glypican 1
203411_s_at	lmna	Homo sapiens	lamin A/C
219168_s_at	prr5	Homo sapiens	Rho GTPase activating protein 8; proline rich 5 (renal); PRR5-ARHGAP8 fusion
219168_s_at	Arhgap8	Homo sapiens	Rho GTPase activating protein 8; proline rich 5 (renal); PRR5-ARHGAP8 fusion
219168_s_at	PRR5-ARHGAP8	Homo sapiens	Rho GTPase activating protein 8; proline rich 5 (renal); PRR5-ARHGAP8 fusion
212599_at	AUTS2	Homo sapiens	autism susceptibility candidate 2
218676_s_at	PCTP	Homo sapiens	phosphatidylcholine transfer protein
202161_at	PKN1	Homo sapiens	protein kinase N1
217734_s_at	Wdr6	Homo sapiens	WD repeat domain 6
220994_s_at	Stxbp6	Homo sapiens	syntaxin binding protein 6 (amisyn)
210647_x_at	pla2g6	Homo sapiens	phospholipase A2, group VI (cytosolic, calcium-independent)
206819_at	POM121L9P	Homo sapiens	POM121 membrane glycoprotein-like 9 (rat) pseudogene
220997_s_at	diaph3	Homo sapiens	diaphanous homolog 3 (Drosophila)
221744_at	dcaf7	Homo sapiens	WD repeat domain 68
206048_at	OVOL2	Homo sapiens	ovo-like 2 (Drosophila)
220546_at	mll	Homo sapiens	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
216209_at	LOC400084	Homo sapiens	hypothetical gene supported by AK057632; AL137270; BC057846
220048_at	EDAR	Homo sapiens	ectodysplasin A receptor
202674_s_at	Lmo7	Homo sapiens	LIM domain 7
201137_s_at	HLA-DPB1	Homo sapiens	major histocompatibility complex, class II, DP beta 1
217278_x_at	shox2	Homo sapiens	short stature homeobox 2
203981_s_at	ABCD4	Homo sapiens	ATP-binding cassette, sub-family D (ALD), member 4
221042_s_at	CLMN	Homo sapiens	calmin (calponin-like, transmembrane)
205013_s_at	Adora2a	Homo sapiens	adenosine A2a receptor
